floors,waterfront,lat,bedrooms,view,bathrooms,sqm_living15,mean_price_zip,grade,sqm_living,price,renovated
1,no,47.5682,2,0,1,93.83203,322755.4054054054,7,100.33524,325e3,no
1,no,47.4524,4,0,2.25,172.79958,381094.8823529412,8,172.79958,38e4,no
1,no,47.7758,4,0,2.75,191.38018,503016.125,8,199.74145,47e4,no
2,no,47.4338,4,0,3,213.6769,381094.8823529412,8,209.03175,363e3,no
2,no,47.3009,4,0,2.25,165.36734,306381.61176470586,7,190.45115,245e3,no
1,no,47.6208,3,0,1,120.7739,987083.3333333334,7,93.83203,525e3,no
2,no,47.606,5,2,3.5,301.00572,1406411.111111111,11,543.48255,17e5,no
1,no,47.6456,4,0,2.25,158.86413,791810.5652173914,7,176.5157,658500,no
1,no,47.5145,2,4,1,236.90265,532618.6666666666,7,94.76106,68e4,no
2,no,47.7222,4,0,2,366.96685,707649.0384615385,10,314.94117,835e3,no
2,no,47.6696,4,0,2.5,144.92867999999999,550494.7272727273,8,184.87697,595e3,no
2,no,47.3657,4,0,2.5,262.91549,358796.1967213115,9,296.36057,419e3,no
1,no,47.3752,2,0,1,209.03175,297059.9894736842,7,112.41263,198900,no
1,no,47.7214,4,0,3.25,391.12163,707649.0384615385,10,347.45722,1085e3,no
2,no,47.6213,3,0,3.5,222.03817,697143.3921568628,8,199.74145,5e5,no
1,no,47.7201,4,0,1.75,188.59309,686432.509090909,9,226.68332,575e3,no
3,no,47.7265,2,0,1.5,125.604856,459288.5595238095,8,114.27069,324950,no
2,no,47.473,3,0,2.5,136.56741,239918.6274509804,7,254.55422,259e3,no
1,no,47.7718,2,0,2,209.96078,503016.125,9,209.96078,551e3,no
1,no,47.6926,2,0,1.5,101.26427,613701.2131147541,7,92.903,488e3,yes
2,no,47.6657,4,0,2.25,222.03817,688772.3037974683,8,218.32205,635e3,no
2,no,47.4181,3,0,2.5,238.76071,294126.1052631579,9,213.6769,395e3,no
1.5,no,47.7438,3,0,1,123.56099,449624.4382022472,7,133.78032,37e4,no
1.5,no,47.5721,4,0,3,106.83845,621633.3561643836,7,258.27034,675e3,no
1,no,47.7491,3,0,1,136.56741,383673.5,7,111.4836,402e3,yes
2,no,47.7108,3,0,2.75,257.34131,566253.814159292,10,282.42512,825e3,no
1,no,47.4127,3,0,2.75,144.92867999999999,358796.1967213115,8,247.12198,579e3,yes
2,no,47.6029,5,0,2,149.57383,616381.3461538461,6,140.28353,455e3,no
2,no,47.2578,3,0,2.5,189.52212,343325.1168831169,8,165.36734,265e3,no
1,no,47.5668,5,0,2.75,209.03175,823864.6043956043,8,271.27676,713500,no
1,no,47.5024,3,0,1,143.99965,397054.58695652173,7,143.99965,24e4,no
2.5,no,47.2411,4,0,3,251.76713,299973.1956521739,9,251.76713,57e4,no
1,no,47.5372,3,0,1,157.00607,599153.8571428572,6,105.90942,243800,no
1,no,47.6631,2,0,1,133.78032,613701.2131147541,8,87.32882,543e3,no
2,no,47.6232,3,0,2.25,143.99965,1166261.32,10,200.67048,101e4,no
2,no,47.5924,4,0,2.25,229.47041,812857.2692307692,8,229.47041,625e3,no
2,no,47.3555,4,0,2.5,315.8702,358796.1967213115,9,260.1284,459950,no
1,no,47.4053,4,0,2.75,256.41228,358796.1967213115,9,224.82526,37e4,no
1,no,47.5056,4,0,2,135.63838,307446.02040816325,6,135.63838,15e4,no
1.5,no,47.6479,3,0,1.5,163.50928,814704.575,7,169.08346,683500,no
2,no,47.6419,3,0,2.5,149.57383,814704.575,8,141.21256,499950,no
1,no,47.5693,2,0,1,183.01891,343002.77142857143,6,122.63195999999999,255e3,no
2,no,47.4024,3,0,2.5,182.08988,294126.1052631579,7,178.37376,279e3,no
2,no,47.6809,5,0,3,149.57383,624118.4778761062,10,245.26391999999998,91e4,no
2,no,47.7113,4,0,2.5,111.4836,459288.5595238095,9,246.19295,699e3,no
1,no,47.6293,4,0,3.25,256.41228,1952560,9,338.16692,1651e3,yes
1,no,47.3746,3,0,1,137.49644,291361.8301886792,6,131.92226,248e3,no
1,no,47.3259,3,0,1,169.08346,260301.53333333333,7,143.07062,429e3,no
1.5,yes,47.4502,4,4,1,166.29637,458176.52,6,143.99965,685e3,no
1,no,47.5387,2,0,1,73.39337,439572.8846153846,6,67.81919,316e3,no
1,no,47.5359,2,0,1,117.98681,387908.23711340205,7,187.66406,41e4,no
1,no,47.4991,3,2,1,130.99323,417477.0256410256,7,111.4836,299e3,no
1,no,47.5493,2,1,1,115.19972,439572.8846153846,7,115.19972,559e3,no
2,no,47.4776,3,0,2.25,235.97362,599153.8571428572,8,248.98004,575e3,no
2,no,47.6103,3,0,2.5,133.78032,616381.3461538461,8,152.36092,602e3,no
2,no,47.6662,4,0,2,115.19972,550494.7272727273,7,152.36092,492e3,yes
2,no,47.3833,3,0,2.5,166.29637,358796.1967213115,7,149.57383,293500,no
1,no,47.5343,3,0,2.75,235.97362,397054.58695652173,7,212.74787,481e3,no
1,no,47.4482,4,0,2.25,213.6769,305465.86,7,197.88339,311100,no
1.5,no,47.7139,3,0,1.75,86.39979,489906.25,7,198.81242,375e3,no
1.5,no,47.4418,3,2,3,240.61877,417477.0256410256,10,373.47006,1075e3,no
1,no,47.6713,5,0,2.5,178.37376,659656.5158730159,7,188.59309,5e5,no
1,no,47.5514,3,0,1,210.88981,532618.6666666666,7,128.20614,553e3,no
1,no,47.6797,3,2,2,165.36734,613701.2131147541,8,165.36734,76e4,yes
1,no,47.5269,4,1,1.5,153.28995,532618.6666666666,7,133.78032,589500,no
1,no,47.6948,5,0,2.75,221.10914,624118.4778761062,9,259.19937,84e4,no
2.5,no,47.6181,4,2,3,351.17334,1166261.32,9,389.26357,2546e3,no
2,no,47.5966,3,3,2.5,374.39909,646878.3333333334,9,359.53461,1275e3,no
1,no,47.434,3,0,2.5,179.30279,381094.8823529412,7,171.87055,26e4,no
3,no,47.6911,3,0,2.25,141.21256,613701.2131147541,8,143.99965,43e4,no
3,no,47.6616,3,3,2.5,155.14801,613701.2131147541,8,178.37376,781e3,no
1,no,47.5487,2,0,1,90.11591,322755.4054054054,6,73.39337,28e4,no
1.5,no,47.3965,5,0,2.25,189.52212,321275.95238095237,8,347.45722,392e3,no
1,no,47.6094,3,0,1.5,171.87055,646878.3333333334,7,124.49002,466200,no
1,no,47.6786,3,0,1.75,122.63195999999999,591939.4716981133,7,150.50286,641e3,no
1,no,47.6993,3,0,1,175.58667,591939.4716981133,7,156.07704,35e4,no
2,no,47.5672,3,0,2,186.73503,571317.8039215687,8,149.57383,45e4,no
1,no,47.6338,4,0,3.5,183.94794,1952560,9,414.34738,18e5,yes
2,no,47.4658,3,0,1.5,117.98681,305465.86,8,111.4836,185e3,no
1,no,47.4972,2,0,1,116.12875,397054.58695652173,7,116.12875,29e4,no
2,no,47.6544,3,0,2.5,301.93475,697143.3921568628,11,337.23789,964e3,no
2,no,47.5355,4,2,3,328.87662,1201941.3333333333,11,395.76678,2e6,no
1,no,47.592,3,0,2.5,210.88981,812857.2692307692,8,202.52854,545e3,no
1,no,47.6605,3,0,2.25,205.31563,784243.0384615385,7,163.50928,609950,no
1,no,47.6878,4,0,2,129.13517,613701.2131147541,7,169.08346,605e3,no
1,no,47.5551,4,0,2.5,196.95436,823864.6043956043,8,196.95436,55e4,no
2,no,47.6397,4,1,2.75,217.39302,791810.5652173914,9,253.62519,905e3,no
2,no,47.4383,3,0,2.5,226.68332,381094.8823529412,8,225.75429,384200,no
1,no,47.5448,3,0,1,128.20614,439572.8846153846,7,108.69651,37e4,no
1.5,no,47.6393,3,2,1,194.16727,791810.5652173914,8,194.16727,717500,no
2,no,47.6448,4,2,3.25,285.21220999999997,791810.5652173914,11,363.25073,1999e3,no
1,no,47.7673,2,0,1,196.02533,686432.509090909,6,105.90942,365500,no
1.5,no,47.6838,2,0,1.5,165.36734,624118.4778761062,7,135.63838,58e4,no
1.5,no,47.1996,4,0,1.5,155.14801,299973.1956521739,9,250.8381,415e3,no
1,no,47.5145,2,0,1,68.74822,439572.8846153846,6,62.24501,272e3,no
1,no,47.6878,3,0,1.75,164.43831,624118.4778761062,7,174.65764,6e5,no
2.5,no,47.532,4,0,3,156.07704,532618.6666666666,8,183.94794,744e3,yes
1.5,no,47.6987,3,0,3,346.52819,566253.814159292,9,193.23824,83e4,no
3,no,47.7035,3,0,3.25,128.20614,383673.5,7,128.20614,322e3,no
1,no,47.2598,3,0,2.5,134.70935,260301.53333333333,8,167.968624,27e4,no
1.5,no,47.4323,3,0,1,121.70293,262463.7931034483,7,125.41905,272450,no
2,no,47.6666,3,0,3,120.7739,550494.7272727273,7,163.50928,605e3,no
1,no,47.7685,3,0,1.75,181.16085,503016.125,7,181.16085,51e4,no
2,no,47.6265,4,0,3.5,164.43831,1166261.32,10,294.50251,1125e3,no
2,no,47.6571,4,0,2.5,239.68974,878821.4772727273,9,278.709,1688e3,yes
1,no,47.3431,4,0,1,135.63838,457073.5238095238,6,135.63838,162e3,no
1,no,47.4225,3,0,1.75,158.86413,321275.95238095237,7,125.41905,337500,no
1,no,47.4547,3,0,2.25,176.5157,305465.86,7,136.56741,312e3,no
2,no,47.3602,4,0,3,311.22505,457073.5238095238,10,311.22505,74e4,no
2,no,47.3602,4,0,3,311.22505,457073.5238095238,10,311.22505,7e5,no
1,no,47.7366,4,0,1,145.85771,383673.5,7,126.34808,328e3,no
1,no,47.3587,3,0,1,153.28995,239252.9411764706,7,94.76106,241e3,no
1,no,47.4075,3,0,2.25,162.58025,294126.1052631579,7,170.94152,265e3,no
1,no,47.2867,5,0,1.75,163.50928,240227.44444444444,7,188.59309,246e3,no
1,no,47.4991,4,0,1.75,153.28995,369028.14285714284,6,138.42547,271e3,no
1,no,47.509,2,0,1,157.00607,239918.6274509804,7,191.38018,27e4,no
1.5,no,47.7309,4,0,2,133.78032,459288.5595238095,7,208.10272,395e3,yes
1,no,47.54,3,0,2,130.0642,387908.23711340205,7,135.63838,34e4,yes
1,no,47.5074,3,0,1.75,152.36092,369028.14285714284,7,198.81242,34e4,no
2,no,47.5394,2,0,2.25,131.92226,322755.4054054054,8,131.92226,335e3,no
1.5,no,47.6578,2,0,1,160.72219,878821.4772727273,6,98.47718,435e3,no
1,no,47.6889,4,0,1.75,139.3545,613701.2131147541,7,163.50928,527950,no
2,yes,47.3905,2,4,2.25,149.57383,420002.0588235294,8,215.53496,6e5,no
1,no,47.6846,3,0,1.75,132.85129,591939.4716981133,8,164.43831,667e3,no
1,no,47.5861,10,2,5.25,253.62519,1406411.111111111,9,426.42477,1148e3,no
2,no,47.4867,3,0,2.5,170.01248999999999,305465.86,8,189.52212,417e3,no
1,no,47.5267,4,0,1.75,174.65764,599153.8571428572,6,117.05778,451e3,no
1,no,47.6549,2,0,1,153.28995,791810.5652173914,7,153.28995,58e4,no
2,no,47.7644,4,0,2.25,259.19937,707649.0384615385,8,221.10914,57e4,no
2,no,47.6636,5,1,3.25,255.48325,784243.0384615385,7,255.48325,75e4,yes
2,no,47.5464,3,0,2.5,270.34773,823864.6043956043,9,261.05743,685e3,no
1,no,47.6786,3,0,2,121.70293,659656.5158730159,7,124.49002,275e3,no
2,no,47.569,3,4,2.5,347.45722,812857.2692307692,8,224.82526,739888,no
1,no,47.7017,2,0,2.5,215.070445,688772.3037974683,8,200.67048,715e3,no
1,no,47.6414,4,0,2,175.58667,987083.3333333334,7,227.61235,8e5,yes
1,no,47.5224,3,0,1.5,171.87055,343002.77142857143,7,173.72861,35e4,no
1,no,47.2099,3,2,1,158.86413,299973.1956521739,6,92.903,22e4,no
2,no,47.5361,3,0,2.5,230.39944,567274.9838709678,7,208.10272,452500,no
2,no,47.3333,4,0,2.5,204.3866,297059.9894736842,7,204.3866,28e4,no
1,no,47.5146,1,0,1,176.5157,387908.23711340205,6,73.39337,248e3,no
1,no,47.6998,2,0,1,119.84487,624118.4778761062,7,82.68367,305e3,no
1,no,47.5293,3,0,1,113.34166,322755.4054054054,7,117.98681,435010,no
1.5,no,47.5853,3,0,1.75,154.21898,621633.3561643836,8,171.87055,678100,no
3,no,47.7265,3,0,2.25,133.687417,459288.5595238095,8,125.604856,325e3,no
1,no,47.6554,3,0,2,143.99965,659656.5158730159,7,143.07062,529950,no
1,no,47.7751,3,0,1.75,160.72219,449624.4382022472,7,152.36092,44e4,no
1.5,no,47.5749,3,0,1,126.34808,621633.3561643836,7,125.41905,585e3,no
2,no,47.5528,3,0,2.5,143.07062,571317.8039215687,8,186.73503,462608,no
1,no,47.4738,3,0,1.75,130.99323,458176.52,7,193.23824,350500,no
1,no,47.3171,3,0,1,111.4836,292943.45454545453,7,96.61912,21e4,no
2,no,47.5697,3,0,2.5,191.38018,571317.8039215687,8,175.58667,51e4,no
1,no,47.497,3,0,2.25,170.01248999999999,397054.58695652173,7,168.15443,28e4,no
1,no,47.7733,3,0,1.75,160.72219,449624.4382022472,7,179.30279,385e3,yes
1,no,47.7416,3,0,1,93.83203,449624.4382022472,6,93.83203,349e3,no
1,no,47.3976,3,0,2.25,194.16727,294126.1052631579,7,161.65122,252e3,no
2,no,47.6424,4,1,2.5,235.97362,791810.5652173914,10,270.34773,11e5,no
2,no,47.7098,3,0,2.25,120.7739,566253.814159292,7,123.56099,375e3,no
2,no,47.3648,4,0,2.25,189.52212,239252.9411764706,8,205.31563,336e3,no
2.5,no,47.5702,3,4,3.75,186.73503,439572.8846153846,8,248.05101,732e3,no
1,no,47.513,2,0,1,115.19972,239918.6274509804,6,92.903,2e5,no
2,no,47.5159,4,0,2.5,281.49609,397054.58695652173,9,292.64445,681716,no
1,no,47.3434,3,0,1.75,135.63838,457073.5238095238,6,141.21256,235e3,no
1,no,47.4256,3,0,1,110.55457,260326.66666666666,7,157.00607,257500,no
1,no,47.7425,3,0,1,158.86413,453101.8181818182,7,99.40621,315e3,no
1,no,47.7746,3,0,1,194.16727,686432.509090909,6,84.54173,299950,no
1,no,47.7087,4,0,2.25,196.95436,566253.814159292,7,197.88339,53e4,no
1,no,47.6705,2,0,1.75,183.01891,878821.4772727273,8,207.17369,766500,no
1,no,47.6456,4,2,2.5,305.65087,1406411.111111111,10,330.73468,86e4,no
2,no,47.5271,3,0,2.5,114.27069,439572.8846153846,9,240.61877,69e4,yes
1,no,47.6964,4,0,1.75,164.43831,613701.2131147541,7,189.52212,551e3,no
1,no,47.7206,3,0,2.75,195.09629999999999,566253.814159292,7,195.09629999999999,53e4,no
1.5,no,47.7016,3,0,1,170.01248999999999,459288.5595238095,7,124.49002,568e3,no
2,no,47.5754,3,2,2.5,235.04459,646878.3333333334,9,257.34131,749950,no
1,no,47.6317,3,0,2.5,273.13482,697143.3921568628,9,222.9672,535e3,no
1,no,47.424,3,0,1,141.21256,305465.86,7,105.90942,234300,no
1,no,47.4862,2,0,1,106.83845,307446.02040816325,6,86.39979,19e4,no
1,no,47.606,4,0,1.75,132.85129,623492.8571428572,7,169.08346,525e3,no
1.5,no,47.685,4,0,1,132.85129,591939.4716981133,7,129.13517,61e4,no
3,no,47.6199,3,0,2.5,137.49644,661249.6142857143,8,137.49644,52e4,no
1,no,47.646,2,0,1,126.34808,791810.5652173914,6,70.60628,375e3,no
1,no,47.6056,3,0,1.75,160.72219,845423.4871794871,7,146.78674,6e5,no
1,no,47.6651,4,0,2.5,185.806,784243.0384615385,8,173.72861,664e3,no
1,no,47.6742,2,0,1,154.21898,613701.2131147541,7,140.28353,698e3,no
3,no,47.6705,3,0,2,122.63195999999999,550494.7272727273,7,116.12875,418e3,no
1,no,47.3099,3,0,1.75,194.16727,343325.1168831169,7,198.81242,271675,no
1,no,47.6698,3,0,1,134.70935,784243.0384615385,6,143.07062,45e4,no
1.5,no,47.5917,3,0,2.25,360.46364,812857.2692307692,9,274.06385,759e3,no
1,no,47.6648,6,0,3,193.23824,878821.4772727273,7,187.66406,599950,no
1.5,no,47.6376,4,0,2.75,161.65122,791810.5652173914,8,261.98646,81e4,no
1,no,47.741,3,0,1.75,164.43831,393761.35135135136,7,154.21898,331292,no
1,no,47.5723,3,0,1.75,122.63195999999999,661249.6142857143,7,170.01248999999999,348e3,no
1,no,47.5641,2,0,1,123.56099,621633.3561643836,7,66.89016,435e3,no
2,no,47.7296,3,0,2.5,200.67048,383673.5,8,200.67048,53e4,no
2,no,47.2576,3,0,1.75,136.56741,260301.53333333333,7,140.28353,227e3,no
1,no,47.509,3,0,1.5,173.72861,239918.6274509804,7,173.72861,285e3,no
1,no,47.6033,4,0,2.25,248.05101,845423.4871794871,8,265.70258,74e4,no
1.5,no,47.5022,3,0,1,152.36092,369028.14285714284,6,91.97397,246e3,no
1,no,47.5038,3,0,1,135.63838,239918.6274509804,7,177.44473,26e4,no
1,no,47.6159,3,0,2,169.08346,697143.3921568628,7,125.41905,366e3,no
2,no,47.5449,4,2,3.25,206.24466,387908.23711340205,7,237.55297099999999,594950,yes
2,no,47.6729,3,0,2.75,139.3545,550494.7272727273,7,242.47683,608e3,no
1,no,47.5068,3,0,2,172.79958,397054.58695652173,6,159.79316,313100,no
1,no,47.2808,3,0,1.75,114.27069,306381.61176470586,7,108.69651,185e3,no
1,no,47.5328,2,0,1,143.99965,387908.23711340205,6,105.90942,455e3,no
1,no,47.3126,3,0,2.5,210.88981,306381.61176470586,8,218.32205,235e3,no
1,no,47.4235,3,0,1,120.7739,381094.8823529412,7,94.76106,23e4,no
1,no,47.5843,4,0,2.25,186.73503,621633.3561643836,7,253.62519,77e4,no
2,no,47.3682,4,0,2.25,172.79958,291361.8301886792,7,170.01248999999999,24e4,no
2,no,47.6885,3,0,2.5,153.28995,688772.3037974683,7,157.00607,461e3,no
1,no,47.5838,4,3,2.5,269.4187,1201941.3333333333,8,269.4187,158e4,no
2,no,47.5592,4,0,4.5,282.42512,571317.8039215687,12,592.72114,1822500,no
2,no,47.6788,3,0,2.5,157.00607,688772.3037974683,7,157.00607,452e3,no
2,no,47.5445,4,2,2.5,279.63803,571317.8039215687,9,247.12198,765e3,no
1,no,47.5964,4,1,4,328.87662,812857.2692307692,9,422.70865,105e4,no
1,no,47.6869,3,0,3,142.14159,784243.0384615385,7,142.14159,546e3,no
1.5,no,47.6853,3,0,2.5,192.30921,624118.4778761062,8,192.30921,781e3,no
1,no,47.5838,4,0,1.75,162.58025,646878.3333333334,7,174.65764,538e3,no
1,no,47.6621,4,0,2.5,205.31563,784243.0384615385,8,208.10272,79e4,no
1.5,no,47.6832,4,0,2.75,144.92867999999999,613701.2131147541,7,235.97362,696500,no
1,no,47.2802,3,0,2,154.21898,292943.45454545453,7,127.27711,276e3,no
1,no,47.7547,2,0,1,119.84487,449624.4382022472,6,71.53531,269e3,no
2,no,47.7334,5,2,4.75,254.55422,686432.509090909,13,732.07564,2415e3,no
1,no,47.5953,4,2,2.75,272.20579,812857.2692307692,8,275.92191,829e3,no
1,no,47.5168,2,0,1,68.74822,439572.8846153846,6,68.74822,122e3,no
1,no,47.7441,3,0,1.5,151.43189,383673.5,7,126.34808,352500,no
1,no,47.45,4,0,2,116.12875,381094.8823529412,6,118.91584,249e3,no
1,no,47.758,4,0,2,180.23182,449624.4382022472,7,178.37376,36e4,no
1,no,47.5851,3,0,2,281.49609,812857.2692307692,10,187.66406,629500,no
2,no,47.732,4,0,2.25,355.81849,578818.5185185185,9,307.50893,114e4,yes
1,no,47.6209,2,0,2.25,191.38018,1952560,8,274.06385,155e4,yes
1,no,47.4908,3,0,1.5,127.27711,397054.58695652173,7,122.63195999999999,275e3,no
2,no,47.6125,4,0,2.5,288.92833,697143.3921568628,8,293.57348,697e3,no
1,no,47.6397,2,0,1,226.68332,688772.3037974683,7,152.36092,379500,no
1,no,47.7672,3,0,2.75,175.58667,578818.5185185185,10,226.68332,72e4,no
2,no,47.5399,4,0,2.5,266.63161,462353.45,9,278.709,675e3,no
2.5,no,47.6367,5,0,2.5,208.10272,898288.8888888889,9,261.05743,1169e3,no
2,no,47.6839,3,1,2,222.03817,624118.4778761062,8,222.03817,11e5,no
1.5,no,47.5445,4,0,1,128.20614,532618.6666666666,7,193.23824,52e4,no
1.5,no,47.7716,3,0,1.75,124.49002,449624.4382022472,7,246.19295,415e3,no
2,no,47.6907,3,0,2.5,113.34166,591939.4716981133,8,98.47718,415e3,no
1,no,47.4556,3,1,2.25,191.38018,458176.52,7,180.23182,45e4,no
1,no,47.6899,2,0,1,175.58667,624118.4778761062,8,100.33524,485e3,no
2,no,47.39,3,0,2.25,179.30279,297059.9894736842,7,157.9351,294e3,no
2,no,47.5294,4,0,3.5,407.84417,462353.45,11,412.48932,1037e3,no
2,no,47.6363,3,0,1,203.45757,987083.3333333334,8,146.78674,69e4,no
2,no,47.4289,5,0,2.75,412.48932,381094.8823529412,11,337.23789,716500,no
3,no,47.6718,2,0,2.25,119.84487,550494.7272727273,8,119.84487,481e3,no
1,no,47.5693,4,0,2.75,170.01248999999999,387908.23711340205,7,182.08988,575e3,no
1.5,no,47.6378,3,0,2,179.30279,1166261.32,7,194.16727,785e3,no
1,no,47.4915,3,0,1.75,182.08988,462353.45,7,182.08988,48e4,no
2,no,47.5561,3,0,2.25,243.40586,823864.6043956043,8,196.95436,72e4,no
2,no,47.3691,3,3,2.75,37.068297,297059.9894736842,7,212.74787,536e3,no
2,no,47.3642,4,0,2.5,145.85771,358796.1967213115,7,174.65764,324900,no
1,no,47.5304,2,0,1,85.47076,322755.4054054054,6,71.53531,265e3,no
1.5,no,47.6913,3,0,2.5,123.56099,591939.4716981133,7,142.14159,545e3,no
1,no,47.7281,2,0,1.5,175.58667,383673.5,7,134.70935,465e3,no
2,no,47.3889,3,0,2.25,141.21256,321275.95238095237,7,157.00607,292500,no
1.5,no,47.6431,4,0,1.75,194.16727,898288.8888888889,7,174.65764,86e4,no
2,no,47.7266,4,0,3.25,315.8702,578818.5185185185,10,386.47648,1045e3,no
2,no,47.729,4,0,2.5,193.23824,383673.5,7,198.81242,495e3,no
3,no,47.7223,2,0,2,132.85129,459288.5595238095,7,122.63195999999999,342e3,no
2,no,47.3625,4,0,2.5,185.806,358796.1967213115,7,185.806,32e4,no
2,no,47.6864,3,0,2,122.63195999999999,613701.2131147541,8,135.63838,444e3,no
2,no,47.5399,4,0,2.5,308.43796,462353.45,10,285.21220999999997,804100,no
1,no,47.5803,3,0,2.5,191.38018,812857.2692307692,7,154.21898,432e3,no
1.5,no,47.4874,6,0,1.5,120.7739,305465.86,5,168.15443,23e4,no
2,no,47.5193,4,0,3.5,334.4508,462353.45,11,326.08953,935e3,no
1.5,no,47.6891,3,0,3,145.85771,591939.4716981133,8,202.52854,634950,no
1,no,47.676,6,0,4,188.59309,624118.4778761062,8,306.5799,78e4,no
2,no,47.6031,4,0,2.5,216.46399,697143.3921568628,8,228.54138,611e3,no
1.5,no,47.6646,4,0,1.75,157.9351,550494.7272727273,7,174.65764,475999,no
1,no,47.5692,3,0,2,255.48325,646878.3333333334,9,212.74787,565e3,no
2,no,47.7502,4,0,2.5,212.74787,686432.509090909,8,212.74787,63e4,no
2,no,47.7095,4,0,3.5,329.80565,707649.0384615385,10,358.60558,84e4,no
1.5,no,47.1795,3,3,2.5,139.3545,299973.1956521739,10,245.26391999999998,79e4,no
1,no,47.3939,5,0,2.5,206.24466,381094.8823529412,7,264.77355,45e4,yes
1.5,no,47.6395,4,0,3.25,222.9672,1166261.32,8,280.56706,1272e3,no
1,no,47.5425,3,0,2,140.28353,532618.6666666666,7,140.28353,52e4,no
1,no,47.5729,4,0,2,206.24466,661249.6142857143,7,223.89623,446800,no
1,no,47.6517,3,0,1,204.3866,791810.5652173914,8,136.56741,652e3,no
2,no,47.6505,3,3,2.75,224.360745,784243.0384615385,10,268.48967,117e4,no
2,no,47.5834,4,0,3.25,320.51535,812857.2692307692,10,324.23147,745e3,no
2,no,47.6647,3,0,2.25,107.76748,878821.4772727273,8,117.98681,594e3,no
1,no,47.552,2,0,1,117.98681,387908.23711340205,6,92.903,257e3,no
2,no,47.604,4,0,1.75,152.36092,616381.3461538461,7,132.85129,485e3,no
1,no,47.7281,3,0,1,164.252504,566253.814159292,6,98.47718,33e4,no
1,no,47.6379,3,0,2,143.99965,688772.3037974683,6,156.07704,381e3,no
2,no,47.4125,2,0,2,188.59309,420002.0588235294,9,211.81884,849900,no
1.5,no,47.6899,4,0,2.5,185.806,624118.4778761062,8,227.61235,793e3,no
2,no,47.5949,3,4,2.25,181.16085,661249.6142857143,7,339.09595,92e4,no
1,no,47.6909,2,0,1,131.92226,591939.4716981133,6,77.10949,455e3,no
2,no,47.559,4,3,2.5,302.86378,823864.6043956043,11,324.23147,975e3,no
2,no,47.6028,2,0,1.5,136.56741,616381.3461538461,8,97.54814999999999,375e3,no
2,no,47.6132,2,0,2.5,116.12875,616381.3461538461,8,108.69651,4e5,no
1,no,47.6218,3,0,1,122.63195999999999,646878.3333333334,7,113.34166,447e3,no
1,no,47.686,3,0,1.75,233.18653,784243.0384615385,7,121.70293,47e4,no
2,no,47.577,4,0,2.5,277.77997,812857.2692307692,8,290.78639,665e3,no
1.5,no,47.4817,3,0,1.75,277.77997,239918.6274509804,6,147.71577,295500,yes
2,no,47.2704,4,0,2.5,173.72861,292943.45454545453,8,159.79316,2e5,no
2,no,47.7384,3,0,2.25,185.806,393761.35135135136,9,234.11556,62e4,no
1,no,47.6326,3,0,2,118.91584,697143.3921568628,7,141.21256,434900,no
2,no,47.6272,4,0,2.25,301.00572,1166261.32,9,302.86378,1328e3,no
2,no,47.6527,4,0,3.25,241.5478,784243.0384615385,10,363.25073,165e4,no
2,no,47.6841,4,0,2.5,336.30886,659656.5158730159,9,323.30244,852500,no
2,no,47.7565,3,0,2.5,323.30244,578818.5185185185,10,282.42512,79e4,no
1,no,47.6274,4,0,1.75,185.806,646878.3333333334,8,188.59309,565e3,no
2,no,47.7517,6,0,3.25,219.25108,453101.8181818182,10,359.53461,1127500,no
2,no,47.4899,3,0,2.5,159.79316,462353.45,7,173.72861,289950,no
1,no,47.5647,2,1,2,267.56064,823864.6043956043,8,245.26391999999998,85e4,no
1,no,47.6054,4,0,1.75,134.70935,616381.3461538461,7,180.23182,505e3,no
2,no,47.7232,3,0,2.5,143.07062,566253.814159292,7,158.86413,372e3,no
1.5,no,47.3666,4,0,2,137.49644,321275.95238095237,7,157.00607,207e3,no
1,no,47.5386,3,0,1.75,289.85735999999997,1201941.3333333333,8,217.39302,78e4,no
1.5,no,47.7694,4,0,1.75,156.07704,393761.35135135136,7,157.9351,4e5,no
1,no,47.7275,3,0,1.5,142.14159,686432.509090909,7,171.87055,440250,no
1,no,47.6589,2,0,2,127.27711,791810.5652173914,8,127.27711,585e3,no
2,no,47.5536,4,0,2.5,269.511603,823864.6043956043,9,269.4187,85e4,no
2,no,47.6963,3,0,3,126.34808,613701.2131147541,7,222.9672,57e4,no
2,no,47.7505,4,0,3,301.00572,578818.5185185185,9,347.45722,869e3,no
2,no,47.7484,4,0,2.75,108.69651,449624.4382022472,8,201.59951,551e3,no
1,no,47.3078,3,0,1,97.54814999999999,306381.61176470586,6,90.11591,172380,no
1,no,47.2584,3,3,2.5,216.46399,343325.1168831169,7,243.40586,355e3,no
2,no,47.5515,4,0,2.5,276.85094,823864.6043956043,9,276.85094,728935,no
2,no,47.6512,3,2,2.5,224.360745,784243.0384615385,9,217.39302,85e4,no
2,no,47.5094,5,0,1.75,157.00607,462353.45,6,174.65764,515e3,no
1,no,47.2079,2,0,1,155.14801,299973.1956521739,7,137.49644,215e3,no
1,no,47.314,4,0,2.5,183.94794,306381.61176470586,7,208.10272,22e4,no
2,no,47.7054,4,0,2.5,289.85735999999997,659656.5158730159,9,273.13482,845e3,no
1,no,47.6562,1,0,1,133.78032,613701.2131147541,6,65.96113,39e4,no
1.5,no,47.5006,4,0,1,122.63195999999999,369028.14285714284,5,135.63838,135e3,no
